label	text	processed_text
Positive	عندما نفرح ،نظن أن لا نهاية لفرحنآ . و عندمآنحزن .. نظن أن لا نهاية لحزننا كذل . و بين لحظة كهذه و لحظة كتل . فلنكن قنوعين . يكفينا بضع سعآآدة لنحلم. يكفينا بضع كآبة لنعيش الواقع . رحلة العشرين عاما . بدآية رآئعة وموفقة ... قرأت تلك الحروف بملئ الشغف والنهم. كتاب .. خفيف يضج بالنصائح والأمل والحب. تجعل روحك خفيفة من ثقل البؤس ... استمر وننتظر منك المزيد ... موفق
Positive	عمان . كل شي. لا يوجد
Positive	لا أقيم الرواية بلغتها الأدبية أبداا . ولا بتماسك النص لأنه من الناحية الأدبية و اللغوية . كان فيه بعض الهفوات أزعجتني أثناء القراءة. لكنها النجماات لعبد الله البرغوثي نفسه . تلك الشخصية الفذه العبقرية . ذالك الأصرار و العناد و الحلم نعم الحلم . كانت بدايته مع المقاومة حلم لعقاب المحتل. مجرد فكرة و لأنه صدق الله فيها سير له الله الأشياء تباعا و سهل له طريقه.. عبقريته و سيرته يجب أن تدرس. ما أحوجنا لمثل هذه السير تجدد الأمل و الوعد مع الله.. لم أجده قاسيا في أحكامه على العملاء بل كان أقل ما يستحقون.. أما بالنسبة لأذناب الأحتلال فو الله ما شلنا و أرجعنا سنين إلى الوراء إلا أمثالهم. كم اتمنى أن تهزهم صاعقة ماا فتمحيهم عن وجه الأرض. لتترك للناس نافذه تتنفس منها حلم الحرية مرة أخرى . لعنه الله عليهم . ياااااا الله أعنه و انصره .
Positive	انصح به للعائلات . اشكر طاقم العمل جميعا بما يتحلون به من رحابة صدر وابتسامة دائمة .. لا يوجد
Positive	تجربة ممتازه . موقع ممتاز ملاصق للمولأثاث ممتاز و جديدسعر مناسب. صغر حجم الغرف في الشقق الفندقيه
Positive	... ابكاني محمود ب كلماته المغتربة الثورية الحزينة الغاضبة و التائقة للحرية .. أبكاني بحقائق كنت اتغاضى عنها ... ارهقتني اليوميات ..
Positive	رائع أقمت لمدة أيام في بداية شهر نوفمبر بالغرفة رقم في هذا الفندق الرائع، بصحبة أطفالي وزوجتي، وكانت هذه الأيام أجمل أيام قضيتها في أول زيارة إلى استراليا. أتوجه بالشكر إلى المديرين على كرمهم وبساطتهم. يمكن أن تتكرر الزيارة في العام القادم.
Positive	الرواية الوحيدة التي تجرأت على قراءتها مرتين ولم أصب بالملل.. فوق الروعة بكثير
Positive	يعنى منتهى الصدق مع الذات فى الكتابة ... نقلنا الأستاذ الدكتور جلال أمين القاهرة التى لم نعاصرها كأنك بتضرب فلاش باك فى نفوس جدك و جدتك و الناساللى مش عاصرتهم قبل كده ز..... تعلمت حاجات كتير و أثبت الدكتور جلال أمين .... أنه صادق لأبعد مدى حتى مع نفسه
Positive	رائع جدا . رائع بشكل عام. لا شي
Positive	لم أشعر أنها سيرة ذاتية بقدر ما هو دفاع عن نقلته الشعرية أول ما بدأ و بعد نكسة حزيران ربما نزار أراد فقط أن نعلم هذه الأشياء عنه لا أعلم كان بودي معرفة أكثر عن هذا الإنسان لكنه بالمقابل وضع أمامي علامات استفهام كثيرة آتمنى يوما أن اعرف أكثر عنه فنزار ليس مجرد شاعر أحدث ثورة في القرن العشرين و ذهب هو أكثر من مجرد شاعر هو انسان جميل و نبيل ..
Positive	رائع. أعجبتني الغرف وكذلك الشاطئ.
Positive	السعودية الشرقية القطيف . أعجبني الموقع المتميز بالهدوءوتوفر جميع الخدماتياس مولعالم فراريووتر وورلد .......حقيقةيستحق اعادة التجربة. لم يعجبني دخول عمال النظافةبدون ان نكون موجودين بالغرفةوالسعر يختلفعن الحجز عن طريق بوكنجووجود الكحوليات بدون ان نطلبها
Positive	طريقة الكتابة دي روعة ابهرتني بجد و نهاية القصة قفيلة بس تبقي جامده جدا بقي لو مكنتش دي النهاية فعلا و كان لسه ليها كمالة : وراك يا دكتور لحد الاخر
Positive	راااااااااائع . كل شئ. لا شئ
Positive	ممتاز. الموظف فراس في الاستقبال يستحق كل تقدير. مانصح فيه السعوديين
Positive	رواية رائعة وواقعية، نعيش لحظاتها وتفاصيلها كل يوم. نشعر في بعض الاحيان استهداف الكاتب لنا عن طريق وصفه لنمط العيش اليومي المشابه.. بالاضافة ال روعة الثورة عل رجال الدين في الرواية.
Positive	روايه اكثر من رائعه يتعانق فيها الدين مع كل اشكال الحياه بلغه الحب. يمكن تكون اقرب الي الحياه في المدينه الفاضله عن نفسي ماشفتش كده في. الواقع ان حد يغير دينه علشان هو مقتنع بان الحق مش معاه بصراحه لا. بالرغم من وضوح الحق امام الجميع لكن العناد هو سمه حياه اليوم سمعت. عن عدد قليل ربنا هداه للاسلام في مصر. يمكن في دول اخري الموضوع بيفرق وبيعتمد فعلا علي الاقتناع ومقارنه الاديان واحكام العقل. او يمكن علشان احنا نفسنا هنا مسلمين بالاسم فقط محدش فينا بيحاول يرشد حد الي الهدايه. عندنا نقص في كل حاجه حتي في اسلوب التحاور الي الاخر. كان نفسي اتكلم عن الشخصيات الي في الروايه ديه شخصيه شخصيه ريما واحمد وندي. كل شخصيه ليها تاثير مختلف ماتقدرش تقول ان فيه شخصيه افضل من اخري. يظل الاعجاب بهم علي حد سواء ويمكن اكتر حاجه ميزت الروايه عن غيرها في وجهه نظري انها جاءت في. اطار رومانسي زي الي كلنا بنحلم بيه حب عفيف يملؤه الخجل والحياء حب طفولي
Positive	جيد جدا. أعجبني مطعم السلام نظافته وطهيه لكن أتمنى أن لايقتصر على البوفيه المفتوح بل نريد منه توصيل الطلبات للغرف أفضل. مطعم المضياف لم يكن على درجه عاليه من النظافة والطهي
Positive	لمستني .. ووجعتني جدا :
Positive	ممتاز . كل شى اعجبانى.
Positive	أساطير صنعت أمريكا. :// . . / / / .
Positive	استثنائي. . وجود الارقيله في مكان مكشوفلماذا لا يغطى المكان لراحة الزوار
Positive	ممتاز. فندق عائلي بمعني الكلمه ،،،اشكر القائمين علي هذا الفندق ،،،،.
Positive	. كل شي. الموقع
Positive	هما كلمتين حسن الجندي كنت قرأت ليه نصف ميت ابهرني الحقيقه. بالنشبه للروايه دي هو انااول مره اقرأ روايه رعب فسؤال هي الروايات الرعب بتبقي بالمشاهد المرعبه جدا دي كده عالطول وتحسسك انك جوه القصه ولا هو حسن الجندي اللي كويس في الروايات الرعب ؟؟ : :
Positive	جميل جدا هذا الكتاب. يحوي قصص واقعية .. عن حب فشل بعد الزواج. والحقيقة هي ان كل انسان يبقى متلهفا للوصول الى الشيء. فما ان يصله .. حتى يمله. ذلك لسوء الاختيار. ..وربما الانجرار واراء المظهر
Positive	لكل لغة قاموسها ومصطلحاتها،ولكل مفهوم لغة،لغة تواصل كتابي شفهي سمعي بصري أو أثيري،وحين نرخي قلوبنا قليلا ندرك أن اللغة أوسع من حروف مرسومة، فللحب لغة،وللمحبين لغتهم الخاصة بهم،وللطبيعة لغة وللأحجار حين تخرج الماء لغة،وللروحانية لغة،ولروحانية أوشو لغة..
Positive	من افضل الفنادق زرتها . الموقعالخدمة. التشدد في مواعيد الدخول والخروج
Positive	الكتاب حلو اوى محستش للحظة ان الكاتبة مش فلسطينية بس كئيب عشان بيحكى حكايات حقيقية حصلت فى فلسطين وفى لبنان
Positive	مكان مميز انصح بالاقامة فيه . المكان رائع وتم عمل ترقية مجانيه إلى جناح لعدم توفر الغرفة ، نظافة مميزة ومكان جميل وخدمة الصف للسيارات رائعه بالاضافة إلى خدمات الغرف ،، مكان هاديء رايق بكل ما تعنيه الكلمة. يوجد تأخر واضح في الاستقبال لاجراءات الدخول والمغادرة
Positive	رواية رائعة.. مذهلة.. روعتها تكمن في واقعيتها... لم يحمل الكاتب نفسه عناء الغوص في الخيال لابتكار أحداث تستثير القارئ.. إنه أجلى الواقع على حقيقته لكن بأسلوب مميز وبحياد تام.. إنه ألم إنساني حقيقي وليس ألما مصطنعا مختلقا ليرضي ذوق القارئ... أحداث تكاد تكون أقرب للخيال منها للواقع.. لا أنسى قصة قتل العميد والملازم المتآمران تحت التعذيب.. ولا قصة الرجل المسن مع أولاده الثلاثة.. لن تستطيع حبس دموعك من الانهمار وانت تقرأ كل هذا العنف و كل هذه الوحشية. تدور أحداث الرواية حول شخص مسيحي سجن بتهمة الإخوان المسلمين بسبب خطأ في السجلات كلفه اثنا عشر عاما قبل أن يتم اكتشاف الخطأ ومحاكمته على جرمه الآخر الفظيع والذي كان نكتة خرجت من فمه على سبيل المزاح في فرنسا كلفته أن يدفع ربيع عمره ثمنا لها... وجوده كشخص مسيحي أو بالأحرى ملحد اي كافر كما تهمه السجناء جعله منبوذا ومحاصرا من جميع الجوانب.. قسوة السجان وقسوة المساجين اللذين كانوا جميعا مسلمين جعلاه يعيش سجنا داخل سجنه . أعجبني أنه تكلم بحيادية تامة.. لم يقده اتهامهم له بالكفر إلى تشويه تصرفاتهم بل على العكس تماما.. أشاد ببطولتهم.. بإيمانهم وبتضحياتهم... أول ما يصدمك ويزعجك في الرواية هو الكلمات البذيئة المستخدمة والتصرفات السيئة التي لم يتغاضى عن ذكرها.. لكن لم أدر هل كان لها الفضل في منح الرواية واقعيتها أم كان يجدر به تشفير بعض الكلمات وبعض المواقف؟ ... . بس ما عرفت، شو صار بسوزان؟.
Positive	استثنائي. كل شي جميل ماشاءالله. لايوجد
Positive	لن أقول سوى سلاما بعطر وريحان. كتبت كلاما يغرس في وجد قلوب الانسان. برئت مما كفروك به يوما وما رموك من بهتان. أجدت وما جدو عطائك إلا حب نستنشق به عطر الجنان
Positive	شخصية وليد كانت مثالية كتييييير. و شخصية رغد ضلت طفولية رغم كبرها
Positive	مبدأيا الرواية اكثر من رائعة ، و للناس الى بيقولوا ان مالهاش هدف، انا شايفة غير كدا تماما، الهدف منها فى رأيي هو توعية الناس عن مرض التوحد و الجهل بالمرض ده بيخلي الناس تفتكر ان الطفل ده ممسوس او حاجة و مش بيعملوا الطفل معاملة كويسة،.....طبعا بغض النظر عن بعض العيوب. فى القصة لان مافيش قصة كاملة ابدا بس عامتا مشوقة جدا...و عجبنى. ال. ... الفى الاخر بتاع بهاء ده. ...بس مكنش فى مبرر كافى انه يقتل كرستين و الا كان قتل اخوه بقى طالما مش عايز. يكون فى حد بيحبو ....و بردو مش سهل انه يقتل القائد بتاع العصابة كده بكل سهولة...مكان عملها من بدرى يعنى. بس غير كده القصة تحفة...بس بردو مفهمتش النهاية..ليه قتل ابنه؟
Positive	رواية يلفها الغموض من البداية. من نوع الخيال العلمي الرائع، ربما لا تعجب من يحب الحقائق المجردة. .المشكلة الوحيدة فيها كثرة الأخطاء، تحديدا الإملائية والمطبعية؛ مما يعطي إيحاء بأنها لم تراجع أبدامع الأسف
Positive	أقل مما توقعت بكثير . فخامة الفندق من الخارج واللوبي والموقع ممتاز جدا ومرونة العاملين. اثاث قديم جدا ولا يوجد مواقف كافيه اضطريت أوقف في الحاره اللي خلف الفندق والنت كل شوي يفصل ويطلب منك تسجيل جديد والتلفزيون مشوش
Positive	كتاب رائع شخصية رائعة بمعنى الكلمة. استطاع ان يحقق الكثير من الانجازات فى وقت قصير. سعدت بقراءة الكتاب
Positive	رائع. تعامل الطاقم.. زحمة السير للوصول الى الفندق.لم ارى لوحة الفندق حيث انها كانت صغيرة وفوق المدخل مباشرة.
Positive	ممتاز . كل شي ممتاز في الفندق طاقم الاستقبال رائع والفندق رائع ونظيف. لا شي
Positive	رائعة ... بس قرأتها فى احداث البلد الان أمر مفجع
Positive	موجع للقلب
Positive	لا اعرف كم مرة قرأته من قبل، ولا كم مرة سوف اعود لقراءته، المهم انه دائما مثل لي ولكثير من أبناء جيلي، الناطق الرسمي باسم الحرية والكرامة، ولسان حال الثائرين والصامدين. يموت منك الجسد يا شاعر، ويبقى منك الأمل يا دنقل، نناوله لبعضنا صفا بعض صف، كعكة حجرية نحطمها على رؤوس الطاغين.
Positive	تميز الاداء والخدمة والمكان . فندق رائع جدا وموظفين اروع. شكرا لكم.
Positive	من اررررروع . كل شي بالفندق روعه ، تكفيك دخله الفندق الريحه جدا روعه ريحه النظاقه مبين من برا.
Positive	ممتاز. مسؤول الاستقبال الاستاذ محمود شخص رائع جدا.
Positive	استثنائي. فندق راااااايق.
Positive	عز الدين شكري متوقد الذهن حاد التفكير. يتحدث بعمق بوضوح و حدة. يصيغ كل فرد في الرواية من أعمق زواياه. يعيد صياغة الشخصية من الخارج الى الداخل. في البداية بدأت بتصنيف الأشخاص الطيب والشرير .. ثم اكتشفت أنه لم يكن هناك طيب او شرير. لكل أفكاره ومبرراته ومعانيه. لكل زواية لا يرى منها الاخرون. ولكل شرفة لا يمر منها احد للتحية .
Positive	جيد. الراحة. بطء الانترنت نحتاج الى وقت للوصول الى ساحة الحرم الخارجيه
Positive	روايه حلوة اوووي،، عيشتني في حاله غريبة كنت حاسه اني مع ابطال كل قصة عايشة معاهم حاسه بيهم شيفاهم اودامي،، في قصص حسيتها انا اوووي كانها بتتكلم عني عن مشاعري عن ظروف مريت بيها عن خوفي،، بجد استمتعت :
Positive	الراحة الهدوء الموقع . كل شئ. لا شئ
Positive	قيمة جيدة، وموقع مناسب، وطاقم متعاون من الموظفين. أقمت في هافانا لمدة أربع ليال مع العائلة. الموقع ممتاز وشوارع آمنة ومحلات تجارية موفورة، وتقع ماكينات الصراف الآلي والمطاعم الرائقة على مسافة يتيسر الوصول إليها سيرا على الأقدام. أكثر هدوءا وأرخص من وسط مدينة القاهرة. الغرف نظيفة، وهي وإن كانت بسيطة، إلا أنها مجهزة بكل شيء أساسي حمام ملحق بالغرفة، وتلفاز، وخدمة مجانية . ومن الغريب أن تشعر وكأن ملاعق الإفطار شيئا شحيحا، غير أنها توفر لك إن أنت طلبتها. تنظم عدة جولات يتولى أمرها مرشد جيد وسائق ، وهي وإن كانت أكثر تكلفة من أن تقوم بها بمفردك، فإنها تستحق تلك الزيادة نظير راحتك وحمايتك من عمليات الاحتيال التي يتعذر النجاة منها في مصر. موصى به للغاية.
Positive	رائع جداجدا . فندق ممتاز لنقاهااااا. الطله على البحر وراحه للاسترخاء
Positive	تونس فندق جيد وموقعه ممتاز تلقى فيه حسن المعاملة جدير بالخمسة نجوم ...غير انه يوجد بالقرب من مبنى ملاصق فلا تستطيع التمتع بالمنظر الخارجي من غرفتك وعليك شحن بطاقة فتح البيوت في كل مرة تترك البطاقة حذو الهاتف المحمول
Positive	جيد جدا . نعم. اداوت المطبخ لايوجد
Positive	رائع. الاستقبال الرائع والخدمات والواي فاي. لا شي
Positive	استثنائي. التحكم بالتلفزيون والتكييف والاضاءة متطور ومريح جدا جدا..عن طريق استخدام تحكم اي باد..خدمة مشاهدة افلام مجانية راءعه..منظر جميل عل دبي مول..خدمة شاي وقهوة ممتازة... طراز الاثاث والديكور قديم.. والاضاءة ليست جميلة..الافطار لم يكن ضمن الاقامة بارغم من ارتفاع سعر الاقامة..
Positive	موقع قريب ومناسب للافراد والعوائل . تقريبا كل شيئ. الحمامات صغيرة جدا بشكل غير مناسب
Positive	موقع ممتاز . الموقع ممتاز وسعر مقبول.
Positive	في صفحة يأخذنا كوتزي لقراءة الماضي والحاضر و المستقبل هنا نقرأ الأدوات التي يستخدمها أي نظام قمعي ليضمن بقاءه الخوف من اللاشيء المبالغة في صناعة الأعداء و الأوهام التي تغسل بها أدمغة شعوب بأكملها وسيناريوهات لا تمت للواقع / المنطق بصلة لكنها استراتيجيات ناجحة جدا في إقصاء أي رأي معارض أو رافض لهذا النظام بالتالي ضمان استمراريته لفترة أطول.. من هم البرابرة ؟. ماهي الإمبراطورية التي احتضنت أحداث العمل ؟. عن أي زمان يتحدث ؟. هل المكان الذي حصلت فيه أحداث الرواية حقيقي أم من نسج الخيال ؟. ما شكل النظام الحاكم؟ طبيعة العلاقة بينه وبين المحكومين؟. كلها أسئلة بلا إجابات أو بالأصح تحتمل إجابات مختلفة من القارئ القارئ الذي قرأها بالأمس والقارئ الذي يقرأها اليوم و القارئ الذي سيقرأها في الغد جميعهم سيشعر أن الرواية تصلح لزمانه وتصلح ليسقطها على واقعه لأنها باختصار رواية تحكي الإنسان واستبداده و طغيانه وكل سيئاته التي يرتكبها في حق بني جنسه من البشر.. سؤال داهمني فجأة بعد الانتهاء منها.. هل هناك إرهاب فعلي كما نرى ونسمع من سنوات أم أنها سياسة كسياسة الإمبراطورية المجهولة هنا تستخدم لنهب الخيرات و غض النظر عن المشاكل الداخلية والتعذر بعدو خارجي قد يكون لا وجود له من الأساس ؟. الرواية ستجعلك تشكك كثيرا في الإجابة . مثل رجل ضل طريقه منذ زمن بعيد، إلا أنه يصر على المضي في طريق طويل قد لا يؤدي إلى أي مكان . رواية مؤلمة مخيفة بقدر واقعيتها قد تكون غير ممتعة أو مسلية لكنها بالتأكيد تكشف لك الوجه البشع للحضارة رواية تستحق وقت قارئها بكل تأكيد.
Positive	رواية جيدة لكن بها حشو لا فائدة منه كان من الممكن كتابتها باسلوب اكثر تشويقا واخصب خيالا
Positive	حقيقة الصلاة ومدى عمق التوكل؛ كما لم نشعر بها من قبل، كتاب روحاني جميل من كاتب فهم معنى أن يتدبر الإنسان القرآن ف يصبح أسلوبا للحياة. و حتما لا تكفيه قراءة واحدة ؛
Positive	تجربتي ناجحة مع د. شريف عرفة منذ كتابه لماذا من حولك أغبياء؟ وللعناوين بعض سر النجاح، ولانه ينحو منحى ابداعيا في التعرض لمفاهيم تنمية الذات، فتلك المفاهيم نفسها، إدارة الوقت، تحقيق الأهداف، النظرة للمال، العمل الجماعي، تمجيد الفرد، هذه شائعة ولكن تناولها هنا مختلف. يخاطب القارئ وكأنه صديق له، يساعد في ذلك أسلوبه السلس، من ذلك النوع الذي يجبر المرء على مواصلة القراءة، والتوحد مع الكتاب. ذات الكاتب هي الأخرى تطل علينا بين ثنايا الكتاب خصوصا تجربته في رحلة أمريكا.
Positive	لا يوجد شيء أجمل من هذا الكتاب
Positive	اكثر من رائع . اكثر من رائع. لا شئ
Positive	آخر قصيدة كتبتها كان موضوعها الجنود الذين أرسلوا الى الحدود. لأسباب غير حربية.. لو قرأتها عليهم ماذا كان يمكن أن يحدث . لا شيء ربما... لن أموت ولن أسجن فقط سيظنون أنني جننت لأنتقد حاكما في قصره.. أخيرا قرأت عليهم قصيدة رمزية فهمها كل واحد كما أراد.. أدركت يومها أن الرمزية خيانة لأنها جبن. أضفت إسمي الى قائمة. المبدعين الذين أحتقرهم. وكان علي أن أرحل قبل أن ينكشف الرمز . . أرفض معادلة العصر. صوت آخر... رفض آخر... موت آخر... زادت قائمة الشهداء شهيدا. وأنا أرقب هذا الصوت الرفض الموت. . لماذا يقتلون الثوار. ألأننا عندما نتعلم نحبك بعنف. وعندما نجوع نأكل الزعماء؟. غريب أن يتعود الانسان بسرعة على الأرقام الكبيرة وينسى. أن كل رقم هو نهاية حياة. . أبطالنا لا يصلون السجون لأنهم يموتون في غرف التعذيب. أصبح ضروري أن أحب الموت . قلت لي قبل أن نفترق اليوم أصبح كل أصدقائي بين شهداء ومساجين. ومنتحرين وحدي رفضتني السجون وكلما كان لي موعد مع الموت لم. يحضر .. . يجب أن نحل قضايا الجماهير أو لا. أن. نجعلها تشبع تحتمي بسقف وتلبس وتحلم. وعندها فقط يصبح بإمكانها. ان تف كر في القضايا الكبرى.. تساءلت وأنا أراهم: أيستحق هؤلاء أن يموت أحد من أجل قاضياهم؟ .
Positive	أربع نجمات . حسنا أنا نفسي لم أتوقع ذلك .. بعد المائة صفحة الأولي من الرواية فكرت جديا في ألا أكملها .. كانت مائة صفحة من الثرثرة الخالصة يتذكر فيها كلاوديو بطل الرواية مغامرات طفولته أصدقاءه في الشارع الحي الملعب كرة القدم .. حتي الآن لم أستطع أن أحدد ما الدافع الذي جعلني أكملها .. لكنني أحمد الله أن فعلت .. في النصف الثاني من الكتاب تبدأ فعلا الرواية . جمالها في بساطتها لا يوجد فلسفة لا عقدة لا حل. فقط كلاوديو و حياته و خواطره و عندها شعرت حقا كما قال القارئ المجهول علي الغلاف الخلفي للكتاب. كأن الكاتب لم يكن يعرض حياة كلاوديو بل جزءا من حياتي أنا في بقعة من العالم نائية و مختلفة كل الاختلاف عن البلد الذي أنتمي إليه . وجدتها قريبة جدا من روحي لذا فقط أحببتها .
Positive	شكرا جزيلا لحسن الصيافه . حسن الاستقبال والتعامل مع الموظفين ونظافة الفندق. السعر يفضل ان يشمل وجبة الافطار
Positive	فندق رائع . الاستقبال ، الامانه ، النظاااافة، الموقع ، اخلاف العاملين عالية. صغر حجم مكان الافطار ننتظر لين تفضى طاولة
Positive	موقع و سعر ولا أروع من كذا . الموقعالموقعالموقع. الأدوار العلوية أخبرونني بأنها للصيانة طبعا الكلام ذا غير صحيح هما يغلقونها في الايام غير الموسميه ياليتهم في هذه يصدقون من النزلاء.السعر كان يشمل بوفيه فطور وعشاء طبعا للأسف كان الفطور كارثي ولا أنصح به أزدحام وضعف خدمة وسوء للبوفيةوبالرغم من ذالك السعر مقابل نظافة الفندق وموقع يغطى هذا العيب
Positive	استثنائي. جميع مافي الفندق كان رائع وممتاز. اسعارالاكل والمشروبات مبالغ فيه
Positive	وهو عم نجيب يتكتب فيه ريفيو برضو بالذمه ؟ : :
Positive	بقالى سنتين بأجل فى قراءة الكتاب ده عشان كنت فاكره مجرد مقالات تحليلية بس بصراحة عم ثروت عامل صياغة محترمة وكأنك بتقرى رواية عادية بس كل احداثها حقيقة .. جمال الكتاب ده بقى انك لو قريته فى هتقول ايه ياراجل الافتراء ده .. لو قريته فى هتقول الاخوان زفت بس مش للدرجة دى .. لو قريته فى و هتقوله انت راجل مية المية المية المية عليا الطلاق اسيادنا راضيين عليك
Positive	استثنائي. الأستقبال ممتاز وتعامل الأخ مصطفى والأخ عادل راقي جدا ... واله شئ
Positive	كنت اتمنى ان ارى الدكتور مصطفى محمود يعيش حتى الان واسمع ارائه حول كل شىء يحدث هذه الايام. استمتعت جدا بجزء التوازن العظيم وطريقة تشبيه المسيخ الدجال بالتقدم المادى. مستعد الان لقرائة حوار مع صديقى الملحد لما فيه من تكمله لهذا الموضوع الرائع. مصطفى محمود.....ستظل دائما معلمى الاكبر
Positive	إن الخنزير يبدو أكثر نضارة من الفرس الأصيل ، وأنت تعرف ذلك جيدا ... لكن الخنزير ديوث وعديم الغيرة .. أما الفرس فهو نبيل وأصيل :
Positive	لن أقتبس أي عبارات ف كل ما كتبته أحلام حتى الآن يصلح لأن يكون إقتباس. لا أستطيع إلى أن أبحث عن روايه جديده تضاهي ما كتبته أحلام من روعة. و لأني لن أجد كلمات من الممكن أن تضعني بسهولة في مثل هذه الحالة الخياليه من الانبهار أمام أحداث الرواية لا يسعني إلى أن أنتظر كلمات أحلام. القادمة
Positive	كما قيل عنه عميق حد الوجع
Positive	فندق نظيف في مركز المدينة الفندق من فئة الثلاثة نجوم ، نظافة الغرف وان لم تكن واسعة ، الخدمة المتميزة ، من اسرع الفنادق التي زرتها في إجراءات تسجيل الدخول والخروج ، طاقم الإستفبال ودود ، الموقع المتميز في مركز المدينة ، محاطا بالمطاعم والمقاهي والمحلات التجارية ، بالفرب من ساحة أتاتورك ، وشارع اوزون للمشاة وبه كثير من المطاعم والمحلات التجارية .
